Kat [deg]	Moment obrotowy [mNm]
156,90	5,638
156,93	5,750
156,96	5,624
156,99	5,754
157,02	5,819
157,05	5,669
157,08	5,648
157,11	5,549
157,14	5,733
157,17	5,612
157,20	5,636
157,23	5,669
157,26	5,794
157,29	5,738
157,32	5,781
157,35	5,700
157,38	5,671
157,41	5,754
157,44	5,677
157,47	5,745
157,50	5,761
157,53	5,595
157,56	5,698
157,59	5,623
157,62	5,676
157,65	5,719
157,68	5,634
157,71	5,701
157,74	5,705
157,77	5,695
157,80	5,734
157,83	5,785
157,86	5,662
157,89	5,679
157,92	5,558
157,95	5,721
157,98	5,697
158,01	5,779
158,04	5,672
158,07	5,600
158,10	5,776
158,13	5,777
158,16	5,618
158,19	5,637
158,22	5,640
158,25	5,695
158,28	5,668
158,31	5,717
158,34	5,786
158,37	5,691
158,40	5,765
158,43	5,616
158,46	5,609
158,49	5,688
158,52	5,630
158,55	5,718
158,58	5,633
158,61	5,633
158,64	5,728
158,67	5,672
158,70	5,694
158,73	5,611
158,76	5,595
158,79	5,647
158,82	5,668
158,85	5,643
158,88	5,758
158,91	5,606
158,94	5,654
158,97	5,704
159,00	5,785
159,03	5,742
159,06	5,679
159,09	5,683
159,12	5,763
159,15	5,584
159,18	5,771
159,21	5,725
159,24	5,749
159,27	5,690
159,30	5,634
159,33	5,842
159,36	5,829
159,39	5,713
159,42	5,730
159,45	5,721
159,48	5,833
159,51	5,648
159,54	5,690
159,57	5,677
159,60	5,721
159,63	5,741
159,66	5,788
159,69	5,595
159,72	5,734
159,75	5,610
159,78	5,778
159,81	5,650
159,84	5,890
159,87	5,687
159,90	5,660
159,93	5,662
159,96	5,739
159,99	5,639
160,02	5,681
160,05	5,738
160,08	5,594
160,11	5,774
160,14	5,698
160,17	5,805
160,20	5,776
160,23	5,651
160,26	5,682
160,29	5,798
160,32	5,864
160,35	5,709
160,38	5,678
160,41	5,661
160,44	5,680
160,47	5,742
160,50	5,567
160,53	5,601
160,56	5,706
160,59	5,669
160,62	5,688
160,65	5,735
160,68	5,719
160,71	5,637
160,74	5,683
160,77	5,688
160,80	5,720
160,83	5,638
160,86	5,703
160,89	5,705
160,92	5,656
160,95	5,670
160,98	5,753
161,01	5,606
161,04	5,654
161,07	5,600
161,10	5,636
161,13	5,669
161,16	5,573
161,19	5,743
161,22	5,653
161,25	5,636
161,28	5,789
161,31	5,682
161,34	5,729
161,37	5,650
161,40	5,666
161,43	5,739
161,46	5,789
161,49	5,778
161,52	5,822
161,55	5,769
161,58	5,822
161,61	5,562
161,64	5,722
161,67	5,663
161,70	5,647
161,73	5,771
161,76	5,740
161,79	5,817
161,82	5,736
161,85	5,613
161,88	5,768
161,91	5,765
161,94	5,696
161,97	5,723
162,00	5,688
162,03	5,747
162,06	5,752
162,09	5,729
162,12	5,623
162,15	5,742
162,18	5,625
162,21	5,797
162,24	5,671
162,27	5,718
162,30	5,687
162,33	5,842
162,36	5,659
162,39	5,747
162,42	5,751
162,45	5,704
162,48	5,750
162,51	5,765
162,54	5,755
162,57	5,632
162,60	5,660
162,63	5,665
162,66	5,755
162,69	5,812
162,72	5,823
162,75	5,679
162,78	5,697
162,81	5,642
162,84	5,715
162,87	5,851
162,90	5,803
162,93	5,745
162,96	5,776
162,99	5,605
163,02	5,773
163,05	5,597
163,08	5,687
163,11	5,719
163,14	5,720
163,17	5,639
163,20	5,675
163,23	5,809
163,26	5,753
163,29	5,703
163,32	5,677
163,35	5,606
163,38	5,739
163,41	5,535
163,44	5,694
163,47	5,586
163,50	5,660
163,53	5,742
163,56	5,701
163,59	5,645
163,62	5,701
163,65	5,608
163,68	5,834
163,71	5,715
163,74	5,585
163,77	5,746
163,80	5,709
163,83	5,734
163,86	5,656
163,89	5,608
163,92	5,580
163,95	5,697
163,98	5,621
164,01	5,695
164,04	5,523
164,07	5,718
164,10	5,621
164,13	5,683
164,16	5,681
164,19	5,720
164,22	5,615
164,25	5,808
164,28	5,624
164,31	5,577
164,34	5,751
164,37	5,711
164,40	5,644
164,43	5,670
164,46	5,644
164,49	5,652
164,52	5,689
164,55	5,613
164,58	5,607
164,61	5,734
164,64	5,634
164,67	5,616
164,70	5,725
164,73	5,579
164,76	5,746
164,79	5,648
164,82	5,574
164,85	5,574
164,88	5,694
164,91	5,693
164,94	5,583
164,97	5,582
165,00	5,766
165,03	5,600
165,06	5,614
165,09	5,703
165,12	5,693
165,15	5,592
165,18	5,609
165,21	5,751
165,24	5,602
165,27	5,596
165,30	5,673
165,33	5,685
165,36	5,717
165,39	5,602
165,42	5,642
165,45	5,590
165,48	5,695
165,51	5,583
165,54	5,701
165,57	5,663
165,60	5,648
165,63	5,597
165,66	5,701
165,69	5,713
165,72	5,643
165,75	5,702
165,78	5,720
165,81	5,605
165,84	5,770
165,87	5,673
165,90	5,577
165,93	5,667
165,96	5,648
165,99	5,582
166,02	5,661
166,05	5,491
166,08	5,662
166,11	5,737
166,14	5,736
166,17	5,700
166,20	5,725
166,23	5,616
166,26	5,754
166,29	5,766
166,32	5,763
166,35	5,637
166,38	5,698
166,41	5,727
166,44	5,770
166,47	5,719
166,50	5,731
166,53	5,699
166,56	5,761
166,59	5,650
166,62	5,750
166,65	5,720
166,68	5,723
166,71	5,718
166,74	5,752
166,77	5,731
166,80	5,791
166,83	5,809
166,86	5,697
166,89	5,797
166,92	5,731
166,95	5,691
166,98	5,587
167,01	5,760
167,04	5,627
167,07	5,699
167,10	5,757
167,13	5,679
167,16	5,634
167,19	5,707
167,22	5,755
167,25	5,772
167,28	5,731
167,31	5,850
167,34	5,743
167,37	5,869
167,40	5,838
167,43	5,893
167,46	5,809
167,49	5,845
167,52	5,693
167,55	5,894
167,58	5,777
167,61	5,711
167,64	5,828
167,67	5,779
167,70	5,785
167,73	5,665
167,76	5,973
167,79	5,776
167,82	5,731
167,85	5,762
167,88	5,727
167,91	5,884
167,94	5,810
167,97	5,683
168,00	5,729
168,03	5,862
168,06	5,783
168,09	5,866
168,12	5,733
168,15	5,780
168,18	5,671
168,21	5,849
168,24	5,791
168,27	5,919
168,30	5,686
168,33	5,804
168,36	5,695
168,39	5,779
168,42	5,706
168,45	5,803
168,48	5,778
168,51	5,948
168,54	5,768
168,57	5,785
168,60	5,780
168,63	5,768
168,66	5,806
168,69	5,726
168,72	5,945
168,75	5,674
168,78	5,836
168,81	5,708
168,84	5,925
168,87	5,829
168,90	5,834
168,93	5,820
168,96	5,769
168,99	5,850
169,02	5,811
169,05	5,766
169,08	5,912
169,11	5,974
169,14	5,844
169,17	5,758
169,20	5,867
169,23	5,871
169,26	5,819
169,29	5,860
169,32	5,745
169,35	5,984
169,38	5,814
169,41	5,792
169,44	5,819
169,47	5,905
169,50	5,958
169,53	5,958
169,56	5,858
169,59	5,979
169,62	5,905
169,65	5,922
169,68	5,755
169,71	5,887
169,74	5,921
169,77	5,806
169,80	5,901
169,83	5,844
169,86	5,912
169,89	5,956
169,92	5,884
169,95	5,813
169,98	5,813
170,01	5,758
170,04	5,805
170,07	5,750
170,10	5,784
170,13	5,816
170,16	5,836
170,19	5,730
170,22	5,839
170,25	5,855
170,28	5,774
170,31	5,951
170,34	5,939
170,37	5,708
170,40	5,820
170,43	5,800
170,46	5,901
170,49	5,813
170,52	5,959
170,55	5,894
170,58	5,837
170,61	5,648
170,64	5,844
170,67	5,907
170,70	5,727
170,73	5,913
170,76	5,889
170,79	5,864
170,82	5,900
170,85	5,915
170,88	5,889
170,91	5,888
170,94	5,988
170,97	5,884
171,00	5,872
171,03	5,752
171,06	5,763
171,09	5,677
171,12	5,848
171,15	5,797
171,18	5,852
171,21	5,741
171,24	5,799
171,27	5,814
171,30	5,915
171,33	5,838
171,36	5,900
171,39	5,902
171,42	5,705
171,45	5,839
171,48	5,761
171,51	5,792
171,54	5,750
171,57	5,751
171,60	5,670
171,63	5,799
171,66	5,898
171,69	5,891
171,72	5,755
171,75	5,693
171,78	5,773
171,81	5,745
171,84	5,905
171,87	5,892
171,90	5,841
171,93	5,879
171,96	5,838
171,99	5,688
172,02	5,800
172,05	5,750
172,08	5,755
172,11	5,779
172,14	5,821
172,17	5,889
172,20	5,754
172,23	5,760
172,26	5,825
172,29	5,796
172,32	5,808
172,35	5,861
172,38	5,818
172,41	5,752
172,44	5,840
172,47	5,774
172,50	5,788
172,53	5,855
172,56	5,861
172,59	5,855
172,62	5,813
172,65	5,868
172,68	5,761
172,71	5,839
172,74	5,764
172,77	5,835
172,80	5,760
172,83	5,807
172,86	5,707
172,89	5,791
172,92	5,818
172,95	5,740
172,98	5,709
173,01	5,756
173,04	5,762
173,07	5,871
173,10	5,910
173,13	5,854
173,16	5,727
173,19	5,734
173,22	5,856
173,25	5,877
173,28	5,785
173,31	5,898
173,34	5,762
173,37	5,856
173,40	5,860
173,43	5,876
173,46	5,726
173,49	5,916
173,52	5,842
173,55	5,887
173,58	5,690
173,61	5,915
173,64	5,799
173,67	5,878
173,70	5,884
173,73	5,820
173,76	5,790
173,79	5,825
173,82	5,874
173,85	5,761
173,88	5,811
173,91	5,736
173,94	5,862
173,97	5,770
174,00	5,834
174,03	5,720
174,06	5,787
174,09	5,832
174,12	5,849
174,15	5,902
174,18	5,866
174,21	5,853
174,24	5,804
174,27	5,700
174,30	5,725
174,33	5,774
174,36	5,850
174,39	5,931
174,42	5,807
174,45	5,798
174,48	5,751
174,51	5,768
174,54	5,900
174,57	5,873
174,60	5,811
174,63	5,870
174,66	5,790
174,69	5,835
174,72	5,824
174,75	5,805
174,78	5,822
174,81	5,882
174,84	5,843
174,87	5,766
174,90	5,884
174,93	5,890
174,96	5,833
174,99	5,785
175,02	5,945
175,05	5,770
175,08	5,890
175,11	5,852
175,14	5,678
175,17	5,707
175,20	5,709
175,23	5,732
175,26	5,693
175,29	5,689
175,32	5,764
175,35	5,660
175,38	5,728
175,41	5,689
175,44	5,691
175,47	5,699
175,50	5,853
175,53	5,954
175,56	5,667
175,59	5,865
175,62	5,720
175,65	5,782
175,68	5,764
175,71	5,789
175,74	5,737
175,77	5,857
175,80	5,791
175,83	5,787
175,86	5,833
175,89	5,792
175,92	5,810
175,95	5,721
175,98	5,815
176,01	5,704
176,04	5,708
176,07	5,845
176,10	5,713
176,13	5,807
176,16	5,754
176,19	5,810
176,22	5,650
176,25	5,737
176,28	5,821
176,31	5,706
176,34	5,763
176,37	5,720
176,40	5,690
176,43	5,842
176,46	5,727
176,49	5,709
176,52	5,797
176,55	5,701
176,58	5,866
176,61	5,661
176,64	5,810
176,67	5,757
176,70	5,755
176,73	5,832
176,76	5,657
176,79	5,718
176,82	5,727
176,85	5,736
176,88	5,684
176,91	5,653
176,94	5,671
176,97	5,687
177,00	5,713
177,03	5,729
177,06	5,771
177,09	5,818
177,12	5,960
177,15	5,780
177,18	5,765
177,21	5,650
177,24	5,695
177,27	5,659
177,30	5,779
177,33	5,731
177,36	5,877
177,39	5,636
177,42	5,831
177,45	5,771
177,48	5,846
177,51	5,684
177,54	5,683
177,57	5,597
177,60	5,660
177,63	5,743
177,66	5,736
177,69	5,798
177,72	5,753
177,75	5,732
177,78	5,729
177,81	5,795
177,84	5,753
177,87	5,746
177,90	5,745
177,93	5,855
177,96	5,802
177,99	5,758
178,02	5,755
178,05	5,636
178,08	5,806
178,11	5,676
178,14	5,767
178,17	5,819
178,20	5,657
178,23	5,732
178,26	5,767
178,29	5,736
178,32	5,802
178,35	5,753
178,38	5,691
178,41	5,784
178,44	5,675
178,47	5,785
178,50	5,658
178,53	5,802
178,56	5,754
178,59	5,673
178,62	5,846
178,65	5,707
178,68	5,753
178,71	5,782
178,74	5,737
178,77	5,836
178,80	5,822
178,83	5,754
178,86	5,709
178,89	5,728
178,92	5,781
178,95	5,769
178,98	5,629
179,01	5,800
179,04	5,739
179,07	5,806
179,10	5,785
179,13	5,808
179,16	5,819
179,19	5,854
179,22	5,824
179,25	5,886
179,28	5,775
179,31	5,725
179,34	5,776
179,37	5,742
179,40	5,704
179,43	5,911
179,46	5,717
179,49	5,737
179,52	5,754
179,55	5,823
179,58	5,874
179,61	5,864
179,64	6,002
179,67	5,850
179,70	5,852
179,73	5,791
179,76	5,745
179,79	5,713
179,82	5,756
179,85	5,856
179,88	5,868
179,91	5,761
179,94	5,778
179,97	5,718
180,00	5,851
180,03	5,951
180,06	5,795
180,09	5,806
180,12	5,898
180,15	5,958
180,18	5,906
180,21	5,792
180,24	5,957
180,27	5,868
180,30	5,885
180,33	5,692
180,36	5,788
180,39	5,757
180,42	5,865
180,45	5,808
180,48	5,820
180,51	5,793
180,54	5,850
180,57	5,778
180,60	5,781
180,63	5,863
180,66	5,707
180,69	5,799
180,72	5,855
180,75	5,741
180,78	5,773
180,81	5,851
180,84	5,726
180,87	5,842
180,90	5,775
180,93	5,916
180,96	5,745
180,99	5,844
181,02	5,846
181,05	5,880
181,08	5,851
181,11	5,806
181,14	5,965
181,17	5,680
181,20	5,919
181,23	5,733
181,26	5,893
181,29	5,955
181,32	5,823
181,35	5,914
181,38	5,823
181,41	5,776
181,44	5,848
181,47	5,844
181,50	5,769
181,53	5,852
181,56	5,902
181,59	5,892
181,62	5,824
181,65	5,720
181,68	5,739
181,71	5,756
181,74	5,751
181,77	5,714
181,80	5,830
181,83	5,881
181,86	5,903
181,89	5,843
181,92	5,748
181,95	5,847
181,98	5,868
182,01	5,791
182,04	5,832
182,07	5,675
182,10	5,769
182,13	5,885
182,16	5,840
182,19	5,941
182,22	5,773
182,25	5,849
182,28	5,796
182,31	5,722
182,34	5,849
182,37	5,853
182,40	5,701
182,43	5,867
182,46	5,977
182,49	5,856
182,52	5,959
182,55	5,912
182,58	5,966
182,61	5,801
182,64	5,810
182,67	5,874
182,70	5,711
182,73	5,807
182,76	5,797
182,79	5,725
182,82	5,929
182,85	5,838
182,88	5,813
182,91	5,813
182,94	5,921
182,97	5,786
183,00	5,916
183,03	5,858
183,06	5,694
183,09	5,787
183,12	5,775
183,15	5,738
183,18	5,661
183,21	5,743
183,24	5,821
183,27	5,811
183,30	5,888
183,33	5,751
183,36	5,763
183,39	5,726
183,42	5,804
183,45	5,753
183,48	5,830
183,51	5,832
183,54	5,777
183,57	5,863
183,60	5,834
183,63	5,886
183,66	5,817
183,69	5,800
183,72	5,782
183,75	5,875
183,78	5,881
183,81	5,851
183,84	5,793
183,87	5,729
183,90	5,595
183,93	5,830
183,96	5,867
183,99	5,791
184,02	5,856
184,05	5,881
184,08	5,818
184,11	5,809
184,14	5,860
184,17	5,899
184,20	5,746
184,23	5,893
184,26	5,749
184,29	5,738
184,32	5,753
184,35	5,788
184,38	5,805
184,41	5,867
184,44	5,738
184,47	5,778
184,50	5,720
184,53	5,826
184,56	5,893
184,59	5,787
184,62	5,822
184,65	5,777
184,68	5,731
184,71	5,735
184,74	5,590
184,77	5,700
184,80	5,765
184,83	5,700
184,86	5,616
184,89	5,701
184,92	5,698
184,95	5,716
184,98	5,824
185,01	5,701
185,04	5,697
185,07	5,745
185,10	5,740
185,13	5,604
185,16	5,679
185,19	5,707
185,22	5,752
185,25	5,862
185,28	5,752
185,31	5,909
185,34	5,707
185,37	5,731
185,40	5,640
185,43	5,657
185,46	5,619
185,49	5,714
185,52	5,757
185,55	5,672
185,58	5,662
185,61	5,794
185,64	5,752
185,67	5,621
185,70	5,771
185,73	5,642
185,76	5,687
185,79	5,700
185,82	5,682
185,85	5,570
185,88	5,788
185,91	5,768
185,94	5,611
185,97	5,839
186,00	5,700
186,03	5,695
186,06	5,786
186,09	5,599
186,12	5,717
186,15	5,670
186,18	5,793
186,21	5,618
186,24	5,645
186,27	5,582
186,30	5,780
186,33	5,648
186,36	5,603
186,39	5,703
186,42	5,639
186,45	5,716
186,48	5,735
186,51	5,755
186,54	5,686
186,57	5,556
186,60	5,633
186,63	5,520
186,66	5,644
186,69	5,719
186,72	5,714
186,75	5,714
186,78	5,738
186,81	5,770
186,84	5,795
186,87	5,603
186,90	5,694
186,93	5,851
186,96	5,613
186,99	5,566
187,02	5,667
187,05	5,710
187,08	5,630
187,11	5,559
187,14	5,600
187,17	5,644
187,20	5,664
187,23	5,612
187,26	5,623
187,29	5,779
187,32	5,642
187,35	5,761
187,38	5,676
187,41	5,756
187,44	5,626
187,47	5,778
187,50	5,716
187,53	5,659
187,56	5,741
187,59	5,771
187,62	5,559
187,65	5,626
187,68	5,633
187,71	5,619
187,74	5,711
187,77	5,707
187,80	5,637
187,83	5,690
187,86	5,671
187,89	5,621
187,92	5,682
187,95	5,663
187,98	5,767
188,01	5,579
188,04	5,671
188,07	5,712
188,10	5,556
188,13	5,753
188,16	5,734
188,19	5,650
188,22	5,604
188,25	5,573
188,28	5,642
188,31	5,661
188,34	5,613
188,37	5,643
188,40	5,666
188,43	5,608
188,46	5,714
188,49	5,687
188,52	5,743
188,55	5,644
188,58	5,672
188,61	5,710
188,64	5,763
188,67	5,635
188,70	5,675
188,73	5,707
188,76	5,800
188,79	5,590
188,82	5,682
188,85	5,539
188,88	5,771
188,91	5,692
188,94	5,689
188,97	5,623
189,00	5,647
189,03	5,637
189,06	5,581
189,09	5,618
189,12	5,750
189,15	5,673
189,18	5,698
189,21	5,617
189,24	5,690
189,27	5,783
189,30	5,564
189,33	5,682
189,36	5,745
189,39	5,785
189,42	5,662
189,45	5,564
189,48	5,759
189,51	5,764
189,54	5,713
189,57	5,651
189,60	5,737
189,63	5,674
189,66	5,667
189,69	5,708
189,72	5,599
189,75	5,750
189,78	5,699
189,81	5,708
189,84	5,618
189,87	5,667
189,90	5,800
189,93	5,642
189,96	5,744
189,99	5,755
190,02	5,654
190,05	5,777
190,08	5,654
190,11	5,716
190,14	5,701
190,17	5,660
190,20	5,752
190,23	5,574
190,26	5,574
190,29	5,615
190,32	5,613
190,35	5,759
190,38	5,720
190,41	5,740
190,44	5,735
190,47	5,722
190,50	5,697
190,53	5,666
190,56	5,700
190,59	5,757
190,62	5,628
190,65	5,740
190,68	5,695
190,71	5,699
190,74	5,657
190,77	5,583
190,80	5,691
190,83	5,670
190,86	5,602
190,89	5,620
190,92	5,666
190,95	5,624
190,98	5,609
191,01	5,667
191,04	5,746
191,07	5,721
191,10	5,616
191,13	5,640
191,16	5,655
191,19	5,674
191,22	5,621
191,25	5,556
191,28	5,682
191,31	5,756
191,34	5,651
191,37	5,677
191,40	5,704
191,43	5,596
191,46	5,668
191,49	5,617
191,52	5,686
191,55	5,633
191,58	5,651
191,61	5,662
191,64	5,635
191,67	5,568
191,70	5,647
191,73	5,661
191,76	5,776
191,79	5,596
191,82	5,663
191,85	5,661
191,88	5,712
191,91	5,714
191,94	5,650
191,97	5,771
192,00	5,665
192,03	5,725
192,06	5,734
192,09	5,779
192,12	5,608
192,15	5,720
192,18	5,710
192,21	5,754
192,24	5,585
192,27	5,809
192,30	5,652
192,33	5,608
192,36	5,667
192,39	5,702
192,42	5,708
192,45	5,689
192,48	5,668
192,51	5,623
192,54	5,562
192,57	5,603
192,60	5,701
192,63	5,767
192,66	5,758
192,69	5,824
192,72	5,777
192,75	5,739
192,78	5,785
192,81	5,735
192,84	5,668
192,87	5,642
192,90	5,589
192,93	5,678
192,96	5,644
192,99	5,690
193,02	5,692
193,05	5,604
193,08	5,731
193,11	5,718
193,14	5,803
193,17	5,780
193,20	5,782
193,23	5,758
193,26	5,907
193,29	5,752
193,32	5,760
193,35	5,885
193,38	5,717
193,41	5,850
193,44	5,775
193,47	5,825
193,50	5,538
193,53	5,680
193,56	5,704
193,59	5,770
193,62	5,723
193,65	5,718
193,68	5,832
193,71	5,727
193,74	5,814
193,77	5,751
193,80	5,818
193,83	5,699
193,86	5,872
193,89	5,862
193,92	5,780
193,95	5,709
193,98	5,744
194,01	5,952
194,04	5,737
194,07	5,761
194,10	5,742
194,13	5,782
194,16	5,677
194,19	5,636
194,22	5,604
194,25	5,603
194,28	5,861
194,31	5,690
194,34	5,806
194,37	5,668
194,40	5,830
194,43	5,738
194,46	5,919
194,49	5,756
194,52	5,834
194,55	5,744
194,58	5,857
194,61	5,797
194,64	5,957
194,67	5,680
194,70	5,820
194,73	5,826
194,76	5,799
194,79	5,774
194,82	5,805
194,85	5,822
194,88	5,829
194,91	5,807
194,94	5,869
194,97	5,871
195,00	5,747
195,03	5,833
195,06	5,865
195,09	5,917
195,12	5,791
195,15	5,921
195,18	5,895
195,21	5,805
195,24	5,918
195,27	5,733
195,30	5,838
195,33	5,878
195,36	5,824
195,39	5,857
195,42	5,926
195,45	5,848
195,48	5,907
195,51	5,749
195,54	5,757
195,57	5,904
195,60	5,863
195,63	5,885
195,66	5,849
195,69	5,839
195,72	5,793
195,75	5,728
195,78	5,844
195,81	5,813
195,84	5,829
195,87	5,879
195,90	5,803
195,93	5,883
195,96	5,836
195,99	5,918
196,02	5,849
196,05	5,936
196,08	5,870
196,11	5,893
196,14	5,911
196,17	5,835
196,20	5,759
196,23	5,861
196,26	5,976
196,29	5,870
196,32	5,886
196,35	6,077
196,38	5,887
196,41	5,985
196,44	5,827
196,47	5,894
196,50	5,831
196,53	5,989
196,56	5,832
196,59	5,769
196,62	5,771
196,65	6,026
196,68	5,809
196,71	5,870
196,74	5,809
196,77	5,782
196,80	5,778
196,83	5,810
196,86	5,943
196,89	6,009
196,92	5,852
196,95	5,877
196,98	5,763
197,01	6,008
197,04	5,857
197,07	5,920
197,10	5,924
197,13	5,860
197,16	5,764
197,19	5,924
197,22	6,016
197,25	5,767
197,28	6,082
197,31	5,805
197,34	6,023
197,37	5,801
197,40	5,806
197,43	5,904
197,46	5,962
197,49	5,844
197,52	5,944
197,55	5,847
197,58	6,005
197,61	6,009
197,64	5,822
197,67	6,013
197,70	5,668
197,73	6,109
197,76	5,956
197,79	5,863
197,82	6,019
197,85	5,958
197,88	5,959
197,91	5,930
197,94	5,868
197,97	5,773
198,00	5,993
198,03	5,869
198,06	5,897
198,09	5,962
198,12	6,029
198,15	5,935
198,18	6,030
198,21	6,000
198,24	6,037
198,27	5,848
198,30	5,816
198,33	5,948
198,36	5,938
198,39	6,040
198,42	6,066
198,45	5,944
198,48	5,857
198,51	6,012
198,54	5,988
198,57	6,077
198,60	5,764
198,63	5,989
198,66	5,981
198,69	5,890
198,72	6,016
198,75	5,896
198,78	6,015
198,81	5,892
198,84	5,770
198,87	5,951
198,90	5,951
198,93	5,952
198,96	5,858
198,99	5,827
199,02	5,921
199,05	5,881
199,08	6,099
199,11	5,916
199,14	5,944
199,17	5,877
199,20	5,971
199,23	5,972
199,26	5,843
199,29	5,872
199,32	6,057
199,35	5,996
199,38	5,837
199,41	5,802
199,44	5,866
199,47	5,862
199,50	5,762
199,53	5,947
199,56	5,722
199,59	5,786
199,62	6,072
199,65	5,779
199,68	5,776
199,71	5,956
199,74	5,957
199,77	6,175
199,80	5,949
199,83	5,948
199,86	5,983
199,89	6,135
199,92	5,947
199,95	6,065
199,98	5,845
200,01	5,997
200,04	6,087
200,07	5,830
200,10	6,018
200,13	6,071
200,16	5,975
200,19	5,884
200,22	5,940
200,25	6,029
200,28	5,930
200,31	5,896
200,34	5,985
200,37	5,984
200,40	6,042
200,43	5,914
200,46	5,970
200,49	5,970
200,52	5,934
200,55	5,927
200,58	5,770
200,61	6,136
200,64	6,139
200,67	5,945
200,70	5,972
200,73	5,939
200,76	6,058
200,79	6,052
200,82	6,016
200,85	6,050
200,88	6,044
200,91	5,918
200,94	5,939
200,97	6,157
201,00	5,905
201,03	6,122
201,06	6,088
201,09	5,964
201,12	5,954
201,15	5,954
201,18	5,914
201,21	6,006
201,24	6,125
201,27	5,810
201,30	5,936
201,33	5,989
201,36	5,862
201,39	5,924
201,42	5,974
201,45	5,969
201,48	6,038
201,51	6,065
201,54	6,000
201,57	5,940
201,60	5,872
201,63	5,866
201,66	5,956
201,69	5,855
201,72	6,015
201,75	5,979
201,78	6,008
201,81	5,976
201,84	6,004
201,87	5,847
201,90	5,969
201,93	5,905
201,96	5,803
201,99	5,962
202,02	6,114
202,05	5,930
202,08	5,929
202,11	5,838
202,14	5,922
202,17	5,818
202,20	5,952
202,23	5,821
202,26	5,981
202,29	5,825
202,32	5,909
202,35	5,755
202,38	5,751
202,41	5,940
202,44	6,031
202,47	5,816
202,50	5,867
202,53	5,714
202,56	5,871
202,59	5,970
202,62	5,908
202,65	5,875
202,68	5,846
202,71	5,875
202,74	5,943
202,77	5,841
202,80	5,783
202,83	5,815
202,86	5,782
202,89	5,942
202,92	5,907
202,95	5,973
202,98	5,939
203,01	5,946
203,04	5,948
203,07	5,693
203,10	5,820
203,13	5,784
203,16	5,853
203,19	5,788
203,22	5,823
203,25	5,888
203,28	5,829
203,31	5,953
203,34	5,766
203,37	5,804
203,40	5,805
203,43	5,807
203,46	5,773
203,49	5,903
203,52	5,870
203,55	6,032
203,58	6,038
203,61	5,725
203,64	5,759
203,67	5,662
203,70	5,698
203,73	5,632
203,76	5,766
203,79	5,700
203,82	5,731
203,85	5,640
203,88	5,763
203,91	5,737
203,94	5,771
203,97	5,866
204,00	5,895
204,03	5,615
204,06	5,832
204,09	5,777
204,12	5,708
204,15	5,618
204,18	5,748
204,21	5,750
204,24	5,907
204,27	5,816
204,30	5,884
204,33	5,983
204,36	5,767
204,39	5,953
204,42	5,673
204,45	5,921
204,48	5,738
204,51	5,715
204,54	5,807
204,57	5,837
204,60	5,878
204,63	5,725
204,66	5,979
204,69	5,800
204,72	5,888
204,75	5,705
204,78	5,737
204,81	5,610
204,84	5,706
204,87	5,833
204,90	5,646
204,93	5,712
204,96	5,588
204,99	5,716
205,02	5,683
205,05	5,622
205,08	5,745
205,11	5,461
205,14	5,465
205,17	5,618
205,20	5,680
205,23	5,808
205,26	5,844
205,29	5,843
205,32	5,720
205,35	5,850
205,38	5,729
205,41	5,787
205,44	5,828
205,47	5,605
205,50	5,670
205,53	5,668
205,56	5,761
205,59	5,605
205,62	5,611
205,65	5,670
205,68	5,703
205,71	5,639
205,74	5,798
205,77	5,895
205,80	5,679
205,83	5,551
205,86	5,800
205,89	5,565
205,92	5,719
205,95	5,720
205,98	5,839
206,01	5,692
206,04	5,814
206,07	5,633
206,10	5,661
206,13	5,795
206,16	5,952
206,19	5,821
206,22	5,641
206,25	5,896
206,28	5,678
206,31	6,053
206,34	5,748
206,37	5,652
206,40	5,751
206,43	5,687
206,46	5,689
206,49	5,595
206,52	5,630
206,55	5,567
206,58	5,509
206,61	5,763
206,64	5,573
206,67	5,513
206,70	5,516
206,73	5,649
206,76	5,733
206,79	5,678
206,82	5,619
206,85	5,688
206,88	5,620
206,91	5,625
206,94	5,748
206,97	5,694
207,00	5,698
207,03	5,888
207,06	5,642
207,09	5,737
207,12	5,709
207,15	5,714
207,18	5,656
207,21	5,651
207,24	5,660
207,27	5,819
207,30	5,571
207,33	5,754
207,36	5,700
207,39	5,764
207,42	5,738
207,45	5,773
207,48	5,592
207,51	5,810
207,54	5,622
207,57	5,824
207,60	5,824
207,63	5,672
207,66	5,674
207,69	5,715
207,72	5,711
207,75	5,750
207,78	5,880
207,81	5,529
207,84	5,661
207,87	5,511
207,90	5,666
207,93	5,551
207,96	5,671
207,99	5,424
208,02	5,611
208,05	5,579
208,08	5,679
208,11	5,719
208,14	5,748
208,17	5,755
208,20	5,788
208,23	5,513
208,26	5,670
208,29	5,738
208,32	5,737
208,35	5,646
208,38	5,652
208,41	5,688
208,44	5,715
208,47	5,848
208,50	5,536
208,53	5,690
208,56	5,695
208,59	5,824
208,62	5,610
208,65	5,706
208,68	5,799
208,71	5,868
208,74	5,773
208,77	5,807
208,80	5,692
208,83	5,915
208,86	5,693
208,89	5,720
208,92	5,607
208,95	5,449
208,98	5,600
209,01	5,477
209,04	5,480
209,07	5,662
209,10	5,515
209,13	5,577
209,16	5,703
209,19	5,669
209,22	5,637
209,25	5,575
209,28	5,703
